Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
01/20/2015 15:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.4072441,37.78656476
01/20/2015 15:00,WARRANTS,WARRANT ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.4072441,37.78656476
01/20/2015 15:00,WARRANTS,ENROUTE TO ADULT AUTHORITY,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of OFARRELL ST,-122.4072441,37.78656476
01/20/2015 14:59,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,SOUTHERN,NONE,800 Block of HARRISON ST,-122.4007999,37.77993387
01/20/2015 14:58,WARRANTS,WARRANT ARREST,Tuesday,NORTHERN,"ARREST, BOOKED",600 Block of LARCH ST,-122.4281512,37.78153255
01/20/2015 14:45,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,NONE,16TH ST / MISSION ST,-122.4196718,37.76505012
01/20/2015 14:44,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Tuesday,NORTHERN,NONE,HEMLOCK ST / LARKIN ST,-122.4183688,37.78748616
01/20/2015 14:43,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,500 Block of SKYLINEBLVD HY,-122.4980982,37.71457722
01/20/2015 14:40,ASSAULT,BATTERY,Tuesday,RICHMOND,"ARREST, BOOKED",3900 Block of GEARY BL,-122.4616037,37.78101778
01/20/2015 14:36,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,0 Block of 6TH ST,-122.4090112,37.78113406
01/20/2015 14:35,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,INGLESIDE,NONE,100 Block of LIPPARD AV,-122.4360107,37.73310464
01/20/2015 14:35,WEAPON LAWS,POSSESSION OF AIR GUN,Tuesday,INGLESIDE,NONE,100 Block of LIPPARD AV,-122.4360107,37.73310464
01/20/2015 14:35,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,MISSION,NONE,1200 Block of NOE ST,-122.4317472,37.7494248
01/20/2015 14:35,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Tuesday,MISSION,NONE,1200 Block of NOE ST,-122.4317472,37.7494248
01/20/2015 14:33,NON-CRIMINAL,LOCATED PROPERTY,Tuesday,NORTHERN,NONE,1300 Block of ELLIS ST,-122.4277712,37.78290641
01/20/2015 14:30,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,TARAVAL,NONE,2600 Block of 34TH AV,-122.4915744,37.73791395
01/20/2015 14:30,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,CENTRAL,"ARREST, BOOKED",JACKSON ST / SANSOME ST,-122.4018574,37.79662612
01/20/2015 14:29,OTHER OFFENSES,RESISTING ARREST,Tuesday,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.4183602,37.7831499
01/20/2015 14:29,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Tuesday,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.4183602,37.7831499
01/20/2015 14:29,WARRANTS,WARRANT ARREST,Tuesday,NORTHERN,"ARREST, BOOKED",600 Block of EDDY ST,-122.4183602,37.7831499
01/20/2015 14:14,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,100 Block of LAIDLEY ST,-122.4290582,37.73952888
01/20/2015 14:12,OTHER OFFENSES,TRAFFIC VIOLATION,Tuesday,NORTHERN,NONE,100 Block of CHURCH ST,-122.4290803,37.76819797
01/20/2015 14:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,0 Block of BAY ST,-122.4064296,37.80656886
01/20/2015 14:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Tuesday,INGLESIDE,"ARREST, CITED",SAN JOSE AV / 29TH ST,-122.4226722,37.74394327
01/20/2015 14:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,RICHMOND,NONE,800 Block of 43RD AV,-122.5034703,37.77260714
01/20/2015 14:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,INGLESIDE,NONE,100 Block of MARIETTA DR,-122.4475351,37.74045981
01/20/2015 13:57,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,MISSION,NONE,DOLORES ST / 15TH ST,-122.4265407,37.76626756
01/20/2015 13:55,ROBBERY,ROBBERY OF A CHAIN STORE WITH A DANGEROUS WEAPON,Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.4039191,37.7871161
01/20/2015 13:55,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,SOUTHERN,"ARREST, BOOKED",700 Block of MARKET ST,-122.4039191,37.7871161
01/20/2015 13:45,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Tuesday,MISSION,NONE,2900 Block of 16TH ST,-122.4180499,37.76509403
01/20/2015 13:45,ASSAULT,THREATS AGAINST LIFE,Tuesday,MISSION,NONE,2900 Block of 16TH ST,-122.4180499,37.76509403
01/20/2015 13:19,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
01/20/2015 13:19,ASSAULT,BATTERY OF A POLICE OFFICER,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
01/20/2015 13:19,TRESPASS,TRESPASSING,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
01/20/2015 13:19,OTHER OFFENSES,RESISTING ARREST,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
01/20/2015 13:10,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,NORTHERN,NONE,1100 Block of LARKIN ST,-122.4184459,37.78821845
01/20/2015 13:10,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,INGLESIDE,NONE,MISSION ST / COTTER ST,-122.4329113,37.72717873
01/20/2015 13:10,VANDALISM,"MALICIOUS MISCHIEF, ADULT SUSPECT",Tuesday,NORTHERN,NONE,700 Block of ELLIS ST,-122.4185621,37.78418471
01/20/2015 12:58,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935
01/20/2015 12:48,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,800 Block of BRANNAN ST,-122.404385,37.77219582
01/20/2015 12:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
01/20/2015 12:43,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Tuesday,PARK,"ARREST, BOOKED",1700 Block of WALLER ST,-122.4525403,37.76839011
01/20/2015 12:36,WARRANTS,WARRANT ARREST,Tuesday,BAYVIEW,"ARREST, BOOKED",1700 Block of QUESADA AV,-122.3922356,37.73391778
01/20/2015 12:36,OTHER OFFENSES,RECKLESS DRIVING,Tuesday,BAYVIEW,"ARREST, BOOKED",1700 Block of QUESADA AV,-122.3922356,37.73391778
01/20/2015 12:25,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Tuesday,PARK,"ARREST, BOOKED",1700 Block of HAIGHT ST,-122.4513144,37.76950461
01/20/2015 12:20,NON-CRIMINAL,FIRE REPORT,Tuesday,INGLESIDE,NONE,SANTOS ST / VELASCO AV,-122.4193484,37.70994916
01/20/2015 12:15,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,500 Block of SKYLINEBLVD HY,-122.4980982,37.71457722
01/20/2015 12:12,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,BAYVIEW,NONE,25TH ST / MICHIGAN ST,-122.385849,37.75294663
01/20/2015 12:10,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Tuesday,RICHMOND,NONE,33RD AV / ANZA ST,-122.4931696,37.77777102
01/20/2015 12:10,LARCENY/THEFT,THEFT OF COMPUTERS OR CELL PHONES,Tuesday,INGLESIDE,NONE,0 Block of PHELAN AV,-122.4522897,37.72569336
01/20/2015 12:05,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,PARK,NONE,FULTON ST / PIERCE ST,-122.4348659,37.77728097
01/20/2015 12:03,OTHER OFFENSES,FALSE PERSONATION,Tuesday,NORTHERN,NONE,600 Block of OCTAVIA ST,-122.4249247,37.77782816
01/20/2015 12:02,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE,400 Block of BRYANT ST,-122.3953562,37.78178286
01/20/2015 12:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
01/20/2015 12:00,MISSING PERSON,FOUND PERSON,Tuesday,TENDERLOIN,NONE,100 Block of HYDE ST,-122.4156697,37.78211985
01/20/2015 12:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,NORTHERN,NONE,2200 Block of PACIFIC AV,-122.4322952,37.79371455
01/20/2015 12:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,1600 Block of MISSION ST,-122.4192305,37.77203326
01/20/2015 12:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,PARK,NONE,0 Block of CRESTLINE DR,-122.4464321,37.75024106
01/20/2015 12:00,MISSING PERSON,MISSING ADULT,Tuesday,TENDERLOIN,NONE,100 Block of HYDE ST,-122.4156697,37.78211985
01/20/2015 11:58,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Tuesday,MISSION,"ARREST, BOOKED",900 Block of CASTRO ST,-122.4344236,37.75407993
01/20/2015 11:56,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,NONE,QUINTARA ST / 40TH AV,-122.4985817,37.74765225
01/20/2015 11:52,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.4053955,37.78351007
01/20/2015 11:52,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.4053955,37.78351007
01/20/2015 11:52,WARRANTS,WARRANT ARREST,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MISSION ST,-122.4053955,37.78351007
01/20/2015 11:46,NON-CRIMINAL,"CIVIL SIDEWALKS, WARNING",Tuesday,MISSION,NONE,19TH ST / SANCHEZ ST,-122.4304218,37.7595565
01/20/2015 11:45,NON-CRIMINAL,LOST PROPERTY,Tuesday,TARAVAL,NONE,SLOAT BL / GREAT HY,-122.5067145,37.73546576
01/20/2015 11:40,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
01/20/2015 11:37,ROBBERY,"ROBBERY, BODILY FORCE",Tuesday,BAYVIEW,NONE,2100 Block of LANE ST,-122.3924816,37.72895829
01/20/2015 11:30,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Tuesday,SOUTHERN,NONE,0 Block of MARKET ST,-122.3950978,37.79405905
01/20/2015 11:30,OTHER OFFENSES,FALSE PERSONATION,Tuesday,SOUTHERN,NONE,0 Block of MARKET ST,-122.3950978,37.79405905
01/20/2015 11:24,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,7TH ST / FOLSOM ST,-122.4078441,37.77674622
01/20/2015 11:17,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,INGLESIDE,NONE,900 Block of DUNCAN ST,-122.4421558,37.74518509
01/20/2015 11:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,INGLESIDE,NONE,0 Block of OCEAN AV,-122.4359407,37.72379045
01/20/2015 11:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of HYDE ST,-122.4156697,37.78211985
01/20/2015 11:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,200 Block of 3RD ST,-122.3998994,37.78464803
01/20/2015 11:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,RICHMOND,NONE,400 Block of 6TH AV,-122.4642799,37.7800333
01/20/2015 11:00,LARCENY/THEFT,PETTY THEFT BICYCLE,Tuesday,CENTRAL,NONE,100 Block of THE EMBARCADERONORTH ST,-122.393844,37.79530801
01/20/2015 10:55,RUNAWAY,RUNAWAY,Tuesday,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.3943479,37.7499132
01/20/2015 10:55,MISSING PERSON,FOUND PERSON,Tuesday,BAYVIEW,NONE,1700 Block of CESAR CHAVEZ ST,-122.3943479,37.7499132
01/20/2015 10:54,DRUG/NARCOTIC,POSSESSION OF HEROIN,Tuesday,TENDERLOIN,"ARREST, BOOKED",200 Block of LEAVENWORTH ST,-122.4140811,37.78327673
01/20/2015 10:52,OTHER OFFENSES,PAROLE VIOLATION,Tuesday,MISSION,"ARREST, BOOKED",17TH ST / SOUTH VAN NESS AV,-122.4173326,37.7635719
01/20/2015 10:52,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Tuesday,MISSION,"ARREST, BOOKED",17TH ST / SOUTH VAN NESS AV,-122.4173326,37.7635719
01/20/2015 10:52,STOLEN PROPERTY,"STOLEN ACCESS CARD, POSSESSION",Tuesday,MISSION,"ARREST, BOOKED",17TH ST / SOUTH VAN NESS AV,-122.4173326,37.7635719
01/20/2015 10:45,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,200 Block of 3RD ST,-122.3998994,37.78464803
01/20/2015 10:45,NON-CRIMINAL,SEARCH WARRANT SERVICE,Tuesday,NORTHERN,NONE,1700 Block of POST ST,-122.4306001,37.78552072
01/20/2015 10:40,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,300 Block of MARTIN LUTHER KING JR DR,-122.4654479,37.76615675
01/20/2015 10:39,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE,Tuesday,PARK,"ARREST, BOOKED",1200 Block of HAIGHT ST,-122.4426789,37.77060614
01/20/2015 10:39,WARRANTS,WARRANT ARREST,Tuesday,PARK,"ARREST, BOOKED",1200 Block of HAIGHT ST,-122.4426789,37.77060614
01/20/2015 10:39,NON-CRIMINAL,"CIVIL SIDEWALKS, VIOLATION",Tuesday,PARK,"ARREST, BOOKED",1200 Block of HAIGHT ST,-122.4426789,37.77060614
01/20/2015 10:30,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Tuesday,TARAVAL,"ARREST, BOOKED",4000 Block of 19TH AV,-122.4706276,37.71504116
01/20/2015 10:30,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
01/20/2015 10:30,SEX OFFENSES FORCIBLE,"CHILD ABUSE, PORNOGRAPHY",Tuesday,BAYVIEW,NONE,800 Block of JAMESTOWN AV,-122.3904178,37.71650618
01/20/2015 10:30,OTHER OFFENSES,"COMPUTER SYSTEM, ACCESSING, COPYING, OR DAMAGING",Tuesday,BAYVIEW,NONE,800 Block of JAMESTOWN AV,-122.3904178,37.71650618
01/20/2015 10:30,ASSAULT,BATTERY,Tuesday,TENDERLOIN,NONE,300 Block of HYDE ST,-122.4160473,37.78398247
01/20/2015 10:30,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,CENTRAL,NONE,200 Block of CALIFORNIA ST,-122.3993925,37.79333689
01/20/2015 10:20,MISSING PERSON,MISSING ADULT,Tuesday,PARK,NONE,700 Block of BAKER ST,-122.4417054,37.77785401
01/20/2015 10:20,MISSING PERSON,FOUND PERSON,Tuesday,PARK,NONE,700 Block of BAKER ST,-122.4417054,37.77785401
01/20/2015 10:15,NON-CRIMINAL,"AIDED CASE, DOG BITE",Tuesday,BAYVIEW,NONE,800 Block of ARKANSAS ST,-122.3977095,37.75535626
01/20/2015 10:15,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,INGLESIDE,NONE,800 Block of PARIS ST,-122.4391648,37.7161702
01/20/2015 10:15,VEHICLE THEFT,STOLEN TRUCK,Tuesday,INGLESIDE,NONE,800 Block of PARIS ST,-122.4391648,37.7161702
01/20/2015 10:15,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,INGLESIDE,NONE,800 Block of PARIS ST,-122.4391648,37.7161702
01/20/2015 10:15,KIDNAPPING,FALSE IMPRISONMENT,Tuesday,INGLESIDE,NONE,800 Block of PARIS ST,-122.4391648,37.7161702
01/20/2015 10:04,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,SOUTHERN,"ARREST, CITED",FOLSOM ST / 5TH ST,-122.4033904,37.78026558
01/20/2015 10:00,SECONDARY CODES,DOMESTIC VIOLENCE,Tuesday,RICHMOND,NONE,2300 Block of POST ST,-122.4407608,37.78423711
01/20/2015 10:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,RICHMOND,NONE,2300 Block of POST ST,-122.4407608,37.78423711
01/20/2015 10:00,FRAUD,"FALSE PRETENSES, PETTY THEFT",Tuesday,SOUTHERN,NONE,700 Block of MARKET ST,-122.4053594,37.78597748
01/20/2015 10:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,RICHMOND,NONE,500 Block of JOHNFKENNEDY DR,-122.4662047,37.77254054
01/20/2015 10:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Tuesday,TARAVAL,NONE,500 Block of PLYMOUTH AV,-122.4560067,37.7153551
01/20/2015 10:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,MISSION,NONE,25TH ST / MISSION ST,-122.4182893,37.75064029
01/20/2015 10:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,1600 Block of OCEAN AV,-122.4595646,37.72469269
01/20/2015 9:59,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Tuesday,PARK,"ARREST, BOOKED",HAIGHT ST / ASHBURY ST,-122.4469333,37.7700062
01/20/2015 9:55,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.4310464,37.78302957
01/20/2015 9:54,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,PARK,JUVENILE BOOKED,1000 Block of 14TH ST,-122.4360766,37.76724463
01/20/2015 9:54,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,PARK,JUVENILE BOOKED,1000 Block of 14TH ST,-122.4360766,37.76724463
01/20/2015 9:54,OTHER OFFENSES,DANGER OF LEADING IMMORAL LIFE,Tuesday,PARK,JUVENILE BOOKED,1000 Block of 14TH ST,-122.4360766,37.76724463
01/20/2015 9:35,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,2300 Block of LOMBARD ST,-122.4401987,37.79943523
01/20/2015 9:30,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,NORTHERN,NONE,1400 Block of POLK ST,-122.4206606,37.79009982
01/20/2015 9:30,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,NORTHERN,NONE,1400 Block of POLK ST,-122.4206606,37.79009982
01/20/2015 9:20,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
01/20/2015 9:15,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,CENTRAL,NONE,1200 Block of BATTERY ST,-122.4019573,37.80277533
01/20/2015 9:15,SEX OFFENSES FORCIBLE,ASSAULT TO RAPE WITH BODILY FORCE,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.4065391,37.75648641
01/20/2015 9:15,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Tuesday,PARK,"ARREST, BOOKED",2000 Block of OAK ST,-122.4530789,37.77106114
01/20/2015 9:15,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,RICHMOND,"ARREST, BOOKED",FULTON ST / 21ST AV,-122.4799056,37.77276433
01/20/2015 9:04,FRAUD,FRAUDULENT CREDIT APPLICATION,Tuesday,INGLESIDE,NONE,0 Block of LAURA ST,-122.450671,37.71021417
01/20/2015 9:04,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,INGLESIDE,NONE,0 Block of LAURA ST,-122.450671,37.71021417
01/20/2015 9:00,ASSAULT,BATTERY,Tuesday,TENDERLOIN,"ARREST, BOOKED",100 Block of EDDY ST,-122.4101352,37.78418891
01/20/2015 9:00,MISSING PERSON,MISSING JUVENILE,Tuesday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
01/20/2015 9:00,MISSING PERSON,FOUND PERSON,Tuesday,SOUTHERN,NONE,0 Block of MOSS ST,-122.4079992,37.77782417
01/20/2015 9:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,CENTRAL,NONE,CHESTNUT ST / JONES ST,-122.4165145,37.80334672
01/20/2015 9:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,RICHMOND,NONE,0 Block of 17TH AV,-122.4765309,37.78646552
01/20/2015 9:00,LARCENY/THEFT,"LICENSE PLATE OR TAB, THEFT OF",Tuesday,NORTHERN,NONE,FULTON ST / WEBSTER ST,-122.4298504,37.77791806
01/20/2015 9:00,OTHER OFFENSES,FALSE PERSONATION,Tuesday,TENDERLOIN,NONE,100 Block of HYDE ST,-122.4156697,37.78211985
01/20/2015 9:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,RICHMOND,NONE,0 Block of 17TH AV,-122.4765309,37.78646552
01/20/2015 9:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,RICHMOND,NONE,0 Block of 17TH AV,-122.4765309,37.78646552
01/20/2015 8:55,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,CENTRAL,"ARREST, BOOKED",0 Block of GREEN ST,-122.3996445,37.80062821
01/20/2015 8:50,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,PARK,"ARREST, BOOKED",STANYAN ST / BEULAH ST,-122.4531673,37.76730721
01/20/2015 8:45,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,500 Block of MISSION ST,-122.3984889,37.78911819
01/20/2015 8:40,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,0 Block of POST ST,-122.4031828,37.78900986
01/20/2015 8:40,NON-CRIMINAL,FOUND PROPERTY,Tuesday,RICHMOND,NONE,600 Block of 32ND AV,-122.4919568,37.77687667
01/20/2015 8:30,BURGLARY,SAFE BURGLARY OF A HOTEL,Tuesday,CENTRAL,NONE,900 Block of CALIFORNIA ST,-122.4099994,37.79188234
01/20/2015 8:30,ASSAULT,BATTERY,Tuesday,NORTHERN,NONE,600 Block of LARCH ST,-122.4281512,37.78153255
01/20/2015 8:30,ASSAULT,THREATS AGAINST LIFE,Tuesday,NORTHERN,NONE,600 Block of LARCH ST,-122.4281512,37.78153255
01/20/2015 8:14,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,1300 Block of WEBSTER ST,-122.4310464,37.78302957
01/20/2015 8:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,900 Block of HARRISON ST,-122.4027427,37.77839909
01/20/2015 8:00,DISORDERLY CONDUCT,"DISTURBING THE PEACE, SWEARING",Tuesday,SOUTHERN,NONE,900 Block of MISSION ST,-122.4080525,37.78156683
01/20/2015 8:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.3958988,37.77874871
01/20/2015 8:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,SOUTHERN,NONE,1200 Block of HARRISON ST,-122.4090657,37.77324809
01/20/2015 8:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,1300 Block of MINNESOTA ST,-122.3898623,37.75334355
01/20/2015 8:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,TARAVAL,NONE,0 Block of APTOS AV,-122.4661765,37.7311895
01/20/2015 8:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,MISSION,NONE,2000 Block of MISSION ST,-122.4195204,37.76422894
01/20/2015 8:00,SECONDARY CODES,ATM RELATED CRIME,Tuesday,MISSION,NONE,2000 Block of MISSION ST,-122.4195204,37.76422894
01/20/2015 8:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,CENTRAL,NONE,2100 Block of HYDE ST,-122.4192627,37.8006159
01/20/2015 8:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,SOUTHERN,NONE,600 Block of 2ND ST,-122.3913366,37.78117588
01/20/2015 7:50,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Tuesday,NORTHERN,NONE,1500 Block of JACKSON ST,-122.4205834,37.79419263
01/20/2015 7:45,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,BAYVIEW,"ARREST, BOOKED",FAIRFAX AV / KEITH ST,-122.3815608,37.73812418
01/20/2015 7:30,MISSING PERSON,MISSING JUVENILE,Tuesday,PARK,NONE,100 Block of BELVEDERE ST,-122.4493286,37.76777389
01/20/2015 7:30,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,PARK,NONE,100 Block of BELVEDERE ST,-122.4493286,37.76777389
01/20/2015 7:30,MISSING PERSON,FOUND PERSON,Tuesday,PARK,NONE,100 Block of BELVEDERE ST,-122.4493286,37.76777389
01/20/2015 7:20,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,RICHMOND,NONE,400 Block of 21ST AV,-122.4804483,37.77929848
01/20/2015 7:15,NON-CRIMINAL,FOUND PROPERTY,Tuesday,MISSION,NONE,600 Block of VALENCIA ST,-122.4217477,37.76274366
01/20/2015 7:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,NONE,100 Block of GRIJALVA DR,-122.4798016,37.71582255
01/20/2015 7:00,MISSING PERSON,MISSING JUVENILE,Tuesday,INGLESIDE,NONE,500 Block of TOMPKINS AV,-122.4131567,37.73710675
01/20/2015 7:00,MISSING PERSON,FOUND PERSON,Tuesday,INGLESIDE,NONE,500 Block of TOMPKINS AV,-122.4131567,37.73710675
01/20/2015 7:00,TRESPASS,TRESPASSING,Tuesday,TARAVAL,NONE,100 Block of GRIJALVA DR,-122.4798016,37.71582255
